full_text,label;;;;;;;;;;;;;
aa luv pesona cowo pinter tp ga ngerasa pinter+gaul+cool+ga friendly &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;0
luv please infokan mas osha teksip 21 dah ada ciwi belumm yaaa sebelum aku semakin gemas sama diaa aaaak ,0;;;;;;;;;;;;;
mo ngerjain skripsi). Thank u yakk,0;;;;;;;;;;;;;
ugm_fess Lur tolong infokan kost kosongan di sekitar UGM dong. Agak jauh gapapa ± 15 menit dari kost. Kalau bisa yang bapak/ibu kostnya baik lingkungannya nyaman bersih dan asri 24 jam KM dalam/luar sender oke oke aja kalo bisa juga yang ga berisik yak (sender (cont..),0;;;;;;;;;;;;;
Ugm_fess ini simaster erorr apa jaringan ku yaaa tapi buat internet lancar². Mana mau ngumpul uts lgii,0;;;;;;;;;;;;;
Aku tau mantan tuh udah lalu lalu ya luv. Begitu juga bagi aku. AKU TAU INI BODOH tp gimana caranya biar ga cemburu sama mantannya? Kaya ngebayangin dia pernah ngomong atau kasih action yg sama ke mba mantan tuh selalu bikin kesel . GIMANA YA??? Open for salty responses,1;;;;;;;;;;;;;
Pros dan cons daftar BEM KM UGM dong gaes. yujiem,0;;;;;;;;;;;;;
jadi takut menurut temen2 gmna ya aku ambil apa gak hp aku udh 5 tahunan. no salty ya,0;;;;;;;;;;;;;
titipan ugm_fess mau tanya temen2 oiya sblmnya aku anak kipk alhamdulillah kakak sepupu lg ada rezeki lebih trus niat buat hibahin hp lamanya kurang tau ip apa (kalo gk 12 ya 13 mini) tp yang jls blm ada di aku hpnya. tp ngeliat pada rame menfess ttg anak kipk aku (cont..),0;;;;;;;;;;;;;
yujiem di pakuwon makan apa yaa enaknya? Kalo bisa yg promoo,0;;;;;;;;;;;;;
maaf ya mas semar yujiem sender izin pindah haluan ke mas bimasakti mulai sekarang ,0;;;;;;;;;;;;;
sains -Slytherin -rasis Nyari cewek,1;;;;;;;;;;;;;
luv WTS diri sendiri Spesifikasi: -Panjang : 174 cm -Berat : 550 Newton -non-jawa tp slalu disangka warga Jogja -Golongan darah B -Riwayat penyakit gak ada -nggak mengonsumsi obat-obatan terlarang -nggak ngebawa senjata tajam -suka ngomongin biologi sejarah dan (cont..),0;;;;;;;;;;;;;
PPPPP DICARI-DICARI anak ugm_fess ada yang mau kkn periode 2 di daerah perbatasan Indonesia-Malaysia (Entikong) Kalimantan Barat ga yeahh?? kalo ada yang minat bisa reply 1 nanti sender dm. btw kita lolos pendanaan batch 2 feel free aja kalau mau join ,0;;;;;;;;;;;;;
Lu kira si doi bakal suka sm elo cm karna elo rajin spam like dan spam komen ke doi? Suka apa risih tuh? Uts woy malah main sosmed mulu. Luv,0;;;;;;;;;;;;;
luv nyari cendol (cewe bondol) atau cegan di mana yh ,1;;;;;;;;;;;;;
Teman-temanku psik 21 yang berbahagia selamat menjalankan ibadah uab ya! Semoga nilai kalian sesuai dengan yang kalian usahakan dengan rajin itu yujiem!,0;;;;;;;;;;;;;
Bener gak nih guys? Yujiem https://t.co/N71T3b6Kqq,0;;;;;;;;;;;;;
ugm_fess spill g0fud atau s0pifud ato gr4bfud yg murah n porsi seabrek dong tia,0;;;;;;;;;;;;;
Ingfo wts an teater jubah macan dong guys [terkhusus alumni padma] yujiem,0;;;;;;;;;;;;;
guys duid KIPK tu boleh beli rumah dan seisinya ga? ugm_fess,0;;;;;;;;;;;;;
Menurut kalian klo kentutnya bunyi blublublublub kaya masuk ke dalem gitu normal ga? Sender takut akhir ini kentut sender begitu ugm_fess,0;;;;;;;;;;;;;
Burjo malatax dh buka blm ya? ugm_fess,0;;;;;;;;;;;;;
hai sobat yujiem adakah yang bersedia untuk aku mintain like instagram nya buat keperluan lombaa? jikalau ada yang bersedia boleh dilike ya menfess ini terima kasihh!,0;;;;;;;;;;;;;
yujiem kalo jadi panitia ppsmb fakultas apakah dibayar? korsa dll kita beli sendiri apa disediain,0;;;;;;;;;;;;;
mas fajril dts udah berpawang belum yaa luv!,0;;;;;;;;;;;;;
di Blimbingsari ada yg denger ledakan ngga itu apa ya? yujiem,0;;;;;;;;;;;;;
Ugm_fess halo kalo ada yg menemukan kunci gini tolong kabarin ya https://t.co/QuNSBEy0Yc,0;;;;;;;;;;;;;
ugm_fess guys ada yang pernah makan nasi bebek utara teknik itu ngga? rasanya gimana? enak ga? mau beli tapi takut ga enak ,0;;;;;;;;;;;;;
pengen punya ayangg yg ngajakin produktif luv,0;;;;;;;;;;;;;
yujiem yg ini boleh spill lokasi persis/drop link gmapsnya ga ya guys? sender bingung soalnya,1;;;;;;;;;;;;;
Mau wts diri sendiri luv dengan spek sebagai berikut: -mba angkatan 21 -suka kucing -ngelaprak 3x sehari -bisa diajak diskusi konspirasi hitler orang garut maupun diskusi perekonomian dunia -meoww meoww miaw Nyari mas mas yang baik dan bisa miaw miaw juga,1;;;;;;;;;;;;;
ugm_fess ada yg tau ini gedung sebelah mana dan lewat mana ya?? thxx,0;;;;;;;;;;;;;
ada yg pernah ngethrift ga? spill dong ugm_fess,0;;;;;;;;;;;;;
yujiem kalian ada yang pernah wa nya tiba-tiba keblokir kaya gini enggaa?? ini cara ngatasinnya biar balik gimana yaa?? padahal sender ga pernah aneh-anehh https://t.co/NYHhCV6p1X,1;;;;;;;;;;;;;
ugm_fess info yg jualan pecel malam hari dimana ya ?,0;;;;;;;;;;;;;
ugm_fess pengen belajar taking dan editing video yang harga pelajar di jogja dimana ya ga yang advanced banget kokk gpp atau mungkin temen temen ada yang buka jasa? ,0;;;;;;;;;;;;;
info dong ada yang open les private ngga yaa buat smp? urgently needed! ugm_fess,0;;;;;;;;;;;;;
ugm_fess uma yumcha klebengan tuh beneran tutup permanen kah? ko gerobaknya ilang ,0;;;;;;;;;;;;;
yujiem buat yang ga masak gimana caranya kalian ngehemat pengeluaran buat makan? plis kasih aku tipss ak klo pgi beli sayur mateng tp klo dh siang kadang dh bau trs bingung mlmnya makan apa pliss keluarkan semua tipss hemat anak kos ituu,1;;;;;;;;;;;;;
kalo mau takeaway di gacoan kotabaru tuh waktu nunggu makanannya kita duduk dimana sih? bareng abang2 gojek &amp; shopee kah? atau boleh di meja? atau gimana? tia ugm_fess,0;;;;;;;;;;;;
 PENDAFTARAN SADEWA 2024 DIPERPANJANG! Halo Gadjah Mada! Kamu belum sempat mendaftar? Dan terlambat dapat info? Tenang aja karena PENDAFTARAN SADEWA 2024 IS EXTENDED Ayo sambut kehadiran kompetisi debat tahunan UGM SADEWA 2024: The Echo of National Politics Within https://t.co/zxujxfGDNr,0;;;;;;;;;;;;;
ugm_fess ada yg mau jual tiket mini concert GMCO habis gelap terbitlah terang gak? Butuh 2 tiket klo ada reply ya,0;;;;;;;;;;;;;
mau tanya buat temen2 yg bb nya di angka 45kgan kg itu makannya sehari berapa kali deh? no salty yaa sender lg pusing krn bb ga turun2 (lg diet) yujiem,1;;;;;;;;;;;;;
yujiem ges kmrn aku brsan nyoba gereja di gms dan ternyata cocok gereja disana tp tmn aku tu pd ga cocokk apakah ad yg mau nemenin aku gereja barengg (ce/co bebas aku ce),0;;;;;;;;;;;;;
sosial sbnyk yg kyk mengikuti kepanitian? jujur iri bgt snder butuh tmn buat grow up brg slm kuliah ugm_fess,0;;;;;;;;;;;;;
guys jadi sender udh ggl 8x + 3 organisasi kepanitian slm 2 smt ini cmn skrng ngerasa udh mau masuk smt 3 kyk sia sia gitu ngejar kepanitian &amp; organisasi yg blm pasti mnrut kalian kalau smt 3 lulus mau niat fokus lomba sama kerja bs gak ya snder dpt jejaring (cont..),0;;;;;;;;;;;;
Infokan tempat gym deket2 yujiem yg 1. Gaterlalu rame 2. ⁠under 300 k 3. ⁠ada macem2 kelasnya (misal poundfit pilates dll) Makasiiii,0;;;;;;;;;;;;;
ketika memang jatuh cinta maka seperti apapun dirimu aku siap tidak menuntut banyak tanpa syarat dan selalu menerima apapun itu. Itulah yang dinamakan jatuh cinta luv!,0;;;;;;;;;;;;;
luv udah terakhir banget ges soalnya diunlike lagi.... hati kecilku tergoreng yaudah pokoknya semangat mas pip semoga beneran shine like a star ⭐,0;;;;;;;;;;;;;
[[ SALDO OVO 25RIBU UNTUK 50 RESPONDEN PERTAMA]] Buat kamu dengan kriteria berumur 20-38 tahun bisa dapetin saldo OVO IDR25K cuma-cuma dengan bantu kita isi survey ini !!!! https://t.co/ObdMTiYeHc 50 pengisi pertama akan mendapat reward saldo OVO Rp25.000 -Oiya! Jika https://t.co/SBj8aoLfOQ,0;;;;;;;;;;;;;
Ugm_fess info kost putri dong guys yg km dalam + AC maks 1 5 makasiyy,0;;;;;;;;;;;;;
Mana ada teori pdkt secepat itu?? Ga masuk akal. GA MASUK AKAL. luv,0;;;;;;;;;;;;;
Aku benci sama tipikal mantan yang baru beberapa bulan putus (terlebih dianya yg mutusin) tapi langsung dapet pasangan baru. Bolehkah kita sebut orang itu ga beda jauh sama peselingkuh? Maksudnya woy mana ada proses move on secepat hitungan hari. Terus kapan ketemunya? (cont..),0;;;;;;;;;;;;;
belum juga sebulan putusnya kok udah staycation sama orang aja mas. gajadi nyesel deh ninggalin anda xixixi luv,0;;;;;;;;;;;;;
ugm_fess kenapa anak saintek harus dituntut aktif organisasi lomba kepanitiaan sama dengan anak soshum? Lalu adanya syarat ipk seperti gaadil kalo disamain karena academic pressurenya pun udah beda :(,0;;;;;;;;;;;;;
Nder kasusku kurang lebih sama. Sender diputusin dari seorang cewe yg sender sayangi dan bucin banget ((pada masanya)). Hari ini sender pun baru galau bgt sama dia. Mau cerita bareng ga? Tinggalin komentar yaa. Yuk kita ngobrol atau mau ketemuan juga bisa. Luv,1;;;;;;;;;;;;;
luv yahahahayuk dilike lagi ges ayo mas sepatah dua patah kata dulu sebelum ngeunlike lagi,0;;;;;;;;;;;;;
infokan mas mas yang mau study date luv ,0;;;;;;;;;;;;;
ugm_fess rekomendasi pecel lele dong selain tasik dan cak anto,0;;;;;;;;;;;;;
gais yang lagi cari bakso bakso mandala buka deket jembatan pandega enak bangett murah bgtt lagiii ugm_fess https://t.co/QeTto0r2Uu,0;;;;;;;;;;;;;
gais ada yg mau ikut ujian mandiri lagi gak? aku ada buku gak kepake (wangsit 2024 minus pbm+wangsit saintek 2022) gratis yh ugm_fess,0;;;;;;;;;;;;;
Yujiem bisa ga si beli ayam geprek tpi ga pake ayam.. jafi tepungnya aja gitu. Sender tiap beli ayam dagingnya ga ke makan,0;;;;;;;;;;;;;
yujiem penelitianku masih kurang responden banyakk adakah yang temen atau kalian sendiri yang pernah ke Melipir Coffee? boleh tolong bantu isi kuesioner sender ga? boleh reply atau like untuk aku dm. makasihh,0;;;;;;;;;;;;;
barang terandom yg pernah aku beli yujiem https://t.co/Yh5ilDViOW,0;;;;;;;;;;;;;
luv! kecuali yg cegil/cogil emang iya kalo lagi suka sama seseorang kita malah jadi ga berani interaksi kyk ngobrol atau mendekat ke orang itu gitu yang sebenarnya pengen mendekat dan pengen interaksi tapi malah ga berani? ada yang kaya gitu ga sih?,0;;;;;;;;;;;;;
yujiem info sewa pickup jogja yg murah,0;;;;;;;;;;;;;
least berusaha memperbaiki kan? terus menurut kalian cewek2 gimana tuh. capek dengerin temen sender tapi kasian juga.,2;;;;;;;;;;;;;
pacaran dulu. tapi sender juga ga percaya sihh wkwk. soalnya pasti ada orang baru ga sih guys? dia juga katanya sempet bikin kesalahan tapi udah berusaha minta maaf sama effort gitu buat bikin hubungan nya better. kesalahan nya lumayan fatal sih menurut sender. tapi at (cont..),0;;;;;;;;;;;;;
Luv! temenku bingung kalo ada cewek yang ngucapin perkataan romantis tapi ujung2nya diputusin tu gimana ya. sender bingung ini dia ngeluh mulu. dari chat nya sih keliatan kaya sayang gitu tapi diputusin wkwkw kasian juga sih. putusnya katany sih emang ceweknya gamau (cont..),1;;;;;;;;;;;;;
gen ask orang silent treatment kalau ngambek itu lebih suka dibujuk atau didiemin? terutama cowok luv,0;;;;;;;;;;;;;
yujiem laundry yg harganya 4000-4500/kg nya dimana ya? spill dong!,0;;;;;;;;;;;;;
Yujiem minggu depan tuh online apa enggak ya? ,0;;;;;;;;;;;;;
Ugm_fess kalian kalo staycation seringnya kemana guys?,0;;;;;;;;;;;;;
[UpAcademy Webinar: Feminisme Interseksional ] Hi ChinGU's! Are you excited for our webinar?? Siap siap menanti keseruan kami membahas intersectional feminism bersama narasumber kami Mba Suzie dan moderator Ajeng!!!!! Topik : Feminisme Interseksional Loc : Zoom https://t.co/9w49zbp17F,0;;;;;;;;;;;;;
[[ SALDO OVO 25RIBU UNTUK 50 RESPONDEN PERTAMA]] Buat kamu dengan kriteria berumur 20-38 tahun bisa dapetin saldo OVO IDR25K cuma-cuma dengan bantu kita isi survey ini !!!! https://t.co/ObdMTiYeHc 50 pengisi pertama akan mendapat reward saldo OVO Rp25.000 -Oiya! Jika https://t.co/rGbhBXYyhx,0;;;;;;;;;;;;;
orang orang kok bisa sih study date kan pengen juga luv,1;;;;;;;;;;;;;
Ketika yujiem lagi ngebahas ipon Kipk meanwhile awardee iisma 24 sedang memikirkan sisa duit SA mau beli iphone atau ipad ya?,0;;;;;;;;;;;;;
yujiem guys infoin dong yang mau preloved magic com sender butuh banget ini,0;;;;;;;;;;;;;
ugm_fess ges info jajanan bakso goreng deket yujiem dongg,0;;;;;;;;;;;;;
mumet mikir uts mending turu lur ugm_fess https://t.co/YkT0WZmoQT,0;;;;;;;;;;;;;
Yujiem ada yg tahu benerin alat elektronik gt gaa??di sekitar ugm Catokan sender rusak soalnya,0;;;;;;;;;;;;;
yujiem mau nanya ada yang tau tempet service/ganti baterai TWS gaa? pliss urgent,0;;;;;;;;;;;;;
luv! adam mesin 23 udah punya pawang belum ya?,0;;;;;;;;;;;;;
p mabar yujiem siapaa yg mau main bareng (petak umpet gobak sodor engklek dll) di wisdom hari sabtu sore?? kalo blm ada kenalan gapapa semua jg awalnya blm kenal kok yg gabut yuk join ️ sender ada di qrt https://t.co/2IC0GFx22G,0;;;;;;;;;;;;;
ugm_fess ges mau tanya dong interview HC tuh berarti interview sama HR kan ya?,0;;;;;;;;;;;;;
luv gajadi ges langsung diunlike makasih supportnya,0;;;;;;;;;;;;;
Sender yg sama. Boleh minta rekomendasi tempat cetaknya gak yg di skitar yujiem,0;;;;;;;;;;;;;
INGPO PAKET MEDICAL CHECK UP GMC yujiem https://t.co/Fy9SHZclvL,0;;;;;;;;;;;;;
Ugm_fess konsultasi PCOS ke gmc bisa nggak ya?,0;;;;;;;;;;;;;
yujiem kalo mau jual hp/tab offline tu dimana ya?,0;;;;;;;;;;;;;
Ada yg tau tempat beli hp jogja yg murce dan lengkap? ugm_fess,0;;;;;;;;;;;;;
yujiem lagi pengen temenan sama orang yang hidupnya menyedihkan ayo spill seberapa menyedihkan hidupmu nanti kita temenan lalu adu nasib,0;;;;;;;;;;;;;
guyss yujiem ada yang pernah daftar atau bahkan jadi awardee Astra1st ga ya? sender mau tanya-tanya terkait interviewnya dong kalo ada tolong leave a trace here ya makasih!,0;;;;;;;;;;;;;
Ugm_fess kalian ciwi-ciwi yang mukanya berminya pake cushion merk&amp;jenis yang mana ya? Kali aja bisa buat saran2 makasih,0;;;;;;;;;;;;
yujiem mewajari manusia yg julid kipk karena emg banyak oknum yg gaya no 1 tapi buat kebutuhan kuliah syulittt. upgrade ip skincare mahal perawatan shopping and brunch ke mall terus tapi laptop sampe rusak gabisa benerin ngeluh trs tapi gaya tetep jalan wkwk,0;;;;;;;;;;;;;
banyak yg julid uang kipk buat beli laptop pulkam naik kereta eksekutif pdhl konteksnya pulkam loh bukan healing jalan2 ayolah kalian anak yujiem harusnya bisa tau konteks dan bisa bedain masak semua dipukul rata gtu,0;;;;;;;;;;;;;
Selamat hari rabu guys tetep semangat yanhhh yujiem #..IndiRabu https://t.co/3VO1b9v1wk,0;;;;;;;;;;;;;
jalan sama orang lain. Kalo nyuruh putusin aja i can't,0;;;;;;;;;;;;;
Luv dari jbjb dia juga keliatan banget kok itu dia posisi dia sekarang prodinya dimana mau olahraga apa suka apa. Tapi sekarang tiba2 langsung ngetweet seakan2 dari prodi lain wkwk. Aku sering pura2 bego tapi malah dikira bego beneran wkwk. Padahal dah dibolehin (cont..),0;;;;;;;;;;;;;
Panitia pionir fakultas tuh yg digaji dari fakultas mana aja yujiem ??,0;;;;;;;;;;;;;
Rasanya berat bgttttttt hari ini yujiem,0;;;;;;;;;;;;;
halo yujiem ada tim kkn di daerah timur indo yang masih butuh anggota saintek ga yaa? sender cewe teknik sipil bisa ddd + punya kamera rep yaa,0;;;;;;;;;;;;;
URGENT GUYSSS LAMINATING IJAZAH YG AMAN DAN HASILNYA RAPI DIMANA YAA MAKASIII YUJIEM,0;;;;;;;;;;;;;
mascrush pinter bgt tp di kls tdr trs luv,0;;;;;;;;;;;;;
yujiem wkwkw apalah mahasiswa di sini tuh masih banyak yang nyontek masa satu kelas yang ga nyontek cuma sekitar 20 persen doang? integritasnya di mana? pengawasnya juga ga tegas hadeh,0;;;;;;;;;;;;;
Lewat di TL ttg persiapan turlap tapi kok lama2 persiapannya beda kaya aku ada uv protector ini itu trnyata dia mau nge-golf kukira turlap/kuliah blusukan kemana gtu ugm_fess https://t.co/Rb1xE7ayFh,0;;;;;;;;;;;;;
luv! besok ak diajak makan sama diaa duh malu ,0;;;;;;;;;;;;;
Yujiem! apakah disini ada residen gigi ugm yg main twitter mau nanya nanya seputar behel pliss takut nambah miring gigiku,0;;;;;;;;;;;;;
rekomendasi mi ayam dan bakso yang enak dong plisss bm bangettt info mi ayam yg rasanya asinn bukann manisss ugm_fess,0;;;;;;;;;;;;;
wdyt pak ganjar dan pak mahfud ga dateng ke penetapan pres dan wapres di kpu today politik!,0;;;;;;;;;;;;;
Gaiss infokan beli gas portabel murah dimana ya? Yujiem!,0;;;;;;;;;;;;;
2024 : Luweng Soegondo Kansas FIB UGM : Gratististis See you guys!!! ,0;;;;;;;;;;;;;
Dengan adanya pameran ini diharapkan para pengunjung dapat lebih memahami berbagai aspek keunikan dan keberagaman di kawasan Australia-Pasifik. Menarik kan??!! Maka dari itu langsung aja datang ke pameran kami yang dilaksanakan pada: : 23-26 April (cont..),0;;;;;;;;;;;;;
yuk yg mau nonton opening proliga tgl25 di gor amongraga bareng aku yujiem!,0;;;;;;;;;;;;;
guys mau tanya kalo uang kipk buat beli bensin apakah boleh ? ugm_fess,0;;;;;;;;;;;;;
Anak yujiem yg accnya mtk bgt ayo mutualann,0;;;;;;;;;;;;;
guys maaf bgt aku mau nanya kalo mau beli hoodie cowo polos di jogja yang bahannya bagus kira2 bisa beli dmn yaa? ada saran ga ya yg pernah belii. tapi bukan sejenis hoodie polos yang di klebengan itu ya guys (bahannya aga panas) makasiii yujiem!,0;;;;;;;;;;;;;
ugm_fess kaget ternyata di jurusan sender ada dugaan KIPK yang tidak tepat sasaran info dari temennya lifestyle dia ngga sesuai sama status dia sebagai penerima KIPK,0;;;;;;;;;;;;;
Yujiem kepada suhu kkn plotingan mending kkn di jogja apa jateng (pwr kebumen magelang),0;;;;;;;;;;;;;
saran cafe yang nyaman buat nugas ngga rame dan wifi kenceng dong guys. agak pricey gapapa ugm_fess,0;;;;;;;;;;;;;
guys montor sender kan habis mati kemarin gabisa dinyalain trs hari ini bisa itu klo mau service kmn ya yang kira-kira murah gt ugm_fess,0;;;;;;;;;;;;;
yujiem! lebih worth beli buah di mirota atau superindo??,0;;;;;;;;;;;;;
guys ada bengkel yg bisa dipanggil kahh ini motor sender mati ugm_fess,0;;;;;;;;;;;;;
yujiem! tempat service laptop yg murah tp amanah dmn ya?,0;;;;;;;;;;;;;
kamu reply/like aja yaa yujiem!,0;;;;;;;;;;;;;
dengan pihak kementrian desa pembangunan daerah tertinggal dan transmigrasi 3. Dan juga sudah berhubungan baik dengan pihak Bapedda Nah menarik bukan? cusss makannya langsung aja join kami. pendaftaran hanya sampai 25 April pukul 18.00. Yuk kami tunggu kehadiran (cont..),0;;;;;;;;;;;;;
Terus berenang terus berenang Hay kenalin Kami Tim KKN Pesisir Selatan Sumatera Barat ingin mengajak teman teman program studi pariwisata nich Apaan tuch? Kuy aku sebutin: 1. Tim kami sudah lolos proposal DPKM 2. Kami sudah bekerjasama (cont..),0;;;;;;;;;;;;;
Yujiem kalau sering sakit punggung tu artinya apa yaa gak salah tidur kok. Ini kerasanya tiap lg nugas depan laptop gitu,0;;;;;;;;;;;;;
Luv cara mengatasi rasa hambar ke pasangan gimana ya? Sender ada rencana nikah sama doi dalam waktu dekat,1;;;;;;;;;;;;;
pesona mas-mas geo kenapa ga pernah gagal sie? luv!,0;;;;;;;;;;;;;
yujiem mumpung lagi rame boleh ga ya kalau pake uang kipk buat ke psikolog dan ikut terapi gitu? sender udah pernah ke gmc dan mungkin masih belum cocok atau ada jalan lain yang masih terjangkau gitu? makasii sarannyaa,0;;;;;;;;;;;;;
Jujur iya that's the truth people won't admit. Non kipk here and some of you really have no shame to acted up like hate spreader. Tanpa disadari perilaku lempar bola liar semacam ini ngorbanin banyak orang yang gk seharusnya jadi korban. Sehat-sehat yujiem.,0;;;;;;;;;;;;;
yujiem siapa yg benci trend look between look between ngacungg ️,0;;;;;;;;;;;;;
kronis dan punya keluhan di gigi dan mulutnya lalu ingin dirawat? Bisa reply ya semua perawatan dibawah pengawasan dokter gigi spesialis.,0;;;;;;;;;;;;;
Selamat pagi yujiem! adakah yang punya keluhan pada gigi dan mulutnya (seperti goyah sariawan benjolan mulut kering dll) dan ingin dirawat gratis? tapi mempunyai penyakit sistemik seperti anemia darah tinggi gula darah sjorgen syndrom hiv/aids ginjal magh (cont..),0;;;;;;;;;;;;;
Yujiem GUYS URGENT BELI SARUNG BANTAL GULING DIMANA PLISSSS JANGAN BLG ONLEN AK BTUHNYA HARI INI AAAAAAAAA,0;;;;;;;;;;;;;
Kalau sebungkus (isi 16 batang) udah habis dalam 3-4 hari itu udah dianggep perokok berat belum? Dan udah dianggep ketergantungan / kecanduan kahh? Sender cewe. Yujiem,0;;;;;;;;;;;;;
Pagi pagi udah pengen punya pacar aja. Ada yang sama? Luv.,0;;;;;;;;;;;;;
Kalau rajin komen tweet dari cewe yang kita sukai tuh bakal dapet hatinya atau malah risih sih? Sender komen twit dia hampir setiap hari padahal sender sm dia aja beda agama hehe. Tapi pede aja. Luv,0;;;;;;;;;;;;;
Sarung bantal yang udah kena jamur (udah dicuci tp ttp membekas) aman gak ya buat dipake lagi? Apa mending beli baru? yujiem,0;;;;;;;;;;;;;
ugm_fess gimana cara dm yang buat peta sebaran kipk abuser itu yaa? Help bgt ,0;;;;;;;;;;;;;
Info kost putra sekitar yujiem teman-teman. Sekitar 1jtan,0;;;;;;;;;;;;;
AAAAAAAAAAAAA ️ ️ ️ WANGI WANGI WANGI WANGI HU HA HU HA HU HA aaaah baunya ESSO wangi aku mau nyiumin aroma wanginya ESSO AAAAAAAAAA WANGY ESSO WANGY ESSO WANGY UTS 2 MK WANGY UTS MBUAT AQ BAHAGYAAA (sedang stresss) yujiem,2;;;;;;;;;;;;;
gaiss ada yang tau ga ya kos ini lokasi tepatnya di manaa? kalo lewat admin feenya mahal:( luv! https://t.co/s8X4OwxYHX,0;;;;;;;;;;;;;
Ugm_fess guys cara ngerawat gigi biar ga bolong gmn yh......,0;;;;;;;;;;;;;
yujiem ada yang tau atau rekomendasi penginapan/kost harian/mingguan deket ugm esp deket sardjitoo thankyouu!,0;;;;;;;;;;;;;
sebelumnya makasih banget buat yg udh baca dan kasih saran! yujiem https://t.co/MNw9HrNu4N,0;;;;;;;;;;;;;
luv cw // ciuman sender capek mkirin emtekaa pls saran tempat cyuman yg aman,2;;;;;;;;;;;;;
luv tiba tiba kepikiran anak psiko 23 yang lucu banget di twitter itu. semangat uts nya dan jangan bablas ya,0;;;;;;;;;;;;;
tengss all &lt;3 cowoku hepiii bgtt trnyata aaaaakk‼️ senyum-senyum muluu doii. aduh senangnyaaa luv,0;;;;;;;;;;;;
ada yg mau temenin aku besok ke gmc gakk? yujiem,0;;;;;;;;;;;;;
ugm_fess elok lagi error ya gais?,0;;;;;;;;;;;;;
waduh no salty hanya untuk orang salah sasaran ugm_fess https://t.co/9bES4IL5XQ,0;;;;;;;;;;;;;
luv! kak aquino tekkim 22 udah ada cewek belum ya? temenku nanyain. katanya good luck juga buat utsnya gbu!,0;;;;;;;;;;;;;
sehari 50rb boros ga? yujiem,0;;;;;;;;;;;;;
ugm_fess 24/04/2024 yakin ga ada yg mau jadian??,0;;;;;;;;;;;;;
teruntuk aya fh 23 luv! I've liked you for a long time and wanted to confess to you for a long time. bhknn gw udh merencanakan mau study dte brg loo dri lama tapi gw gengsiii,0;;;;;;;;;;;;;
ugm_fess kamu yg blum tidur lagi apa hayo?,0;;;;;;;;;;;;;
bikin mie atau turu ugm_fess,0;;;;;;;;;;;;;
luv! FARHAN TRPL '22 ANAK BADMINTON UDAH SELESAI BELUM YA UTS NYA? KALO LAGI UTS SEMANGAT YAAAKK!!! KALAU UDAH KELAR SEMANGAT KULIAHNYAAA&lt;3;;;;;;;;;;;;
ugm_fess ni sound lucu banget ayo ramaikan dengan ugm dumps versi klean aku pgn liat https://t.co/4ZNvPmKYvU,0;;;;;;;;;;;;;
urgent ugm_fess mau nanya untuk anak farmasi dsk kasus telinga sakit karena kemungkinan ada peradangan klo minum ibuprofen 400 mg buat pereda sekarang bgt aman kan ya? tengkyu,0;;;;;;;;;;;;;
Misal syarat yudisium itu nilai TOEFL ITP bisa ngga ya kita ajuin IELTS sebagai gantinya? Sender punya nilai IELTS masih berlaku (sender dari FT) ugm_fess,0;;;;;;;;;;;;;
mas Syahrindra fh 21 udah ada cewe belum ya? izin mementaskan diri luv!,0;;;;;;;;;;;;;
wtb secepatnya dong pls pls + besar berisi + enak + available kapan aja + di sekitaran yujiem + gimbab BM BANGETTTTTTTTT SIAPAPUN YG WTS GIMBAB PLSSS ,0;;;;;;;;;;;;;
guys kalo makan naget terus bakal gimana ya yujiem,1;;;;;;;;;;;;;
pengen mutual akun alter gasii muehehe is it a crime? yujiem,0;;;;;;;;;;;;;
ugm_fess bioskop mana yg masih rame kalo malem (lebih dr jam 9)??,0;;;;;;;;;;;;;
tips mengatasi demot belajar dong pls pls ugm_fess,0;;;;;;;;;;;;;
yg: - mau - ⁠baik asik anak papi J - ⁠imut lucu walau tak terlalu tinggi,0;;;;;;;;;;;;;
ngepap kucing - ⁠mau dan bisa banget berkembang untuk jadi lebih baik bersamamu minus (-) - ngerokok banter nek ndase mumet dan galau makanya butuh kamu ben gak ngawur - ⁠lagi mumet skripsi - ⁠NT mulu karena sering jatuh hati sama server seberang nyari cewe (cont..),1;;;;;;;;;;;;;
WTS temenn luv - laki-laki tulen kristen cina-jawa - ⁠angkatan 20 - ⁠mayan cakep (tenan iki) - ⁠baik hati tidak sombong - ⁠anak mapala tapi lucu dan ganteng - ⁠siap mencintaimu dengan sabar dan tlaten mau ugal-ugalan juga gas ayok ngenggg - ⁠suka (cont..),0;;;;;;;;;;;;;
pernah ngalamin hal yg sama? yujiem,0;;;;;;;;;;;;;
jam segini kebangun dan pas beranjak dari kasur kaget di lantai kamar kost isinya udah SEMUT SEMUAAA sekujur tubuh jadi rasanya kek gatel² dan beberapa bentol² huhuuuuu. udah kucari gaada serangga/hewan mati dan gaada makanan jatuh padahal ada yg (cont..),0;;;;;;;;;;;;;
Aku udah memutuskan untuk break dulu dari pacaran ke pacar ku masi banyak hal yang mesti ku pelajari kedepannnya yujiem,0;;;;;;;;;;;;;
yujiem aku anak pertama yatim dan mau cari temen sesama korban kehidupan yang kejam ayo semuanya yatim piatu yatim piatu atau broken home kita temenan lalu dm an dan adu nasib hidup siapa paling menyedihkan,0;;;;;;;;;;;;;
